,document,term,tfidf
1057819,Toshiro Mifune,von,0.08163877845242343
1042266,Toshiro Mifune,film,0.07032503336185868
1043147,Toshiro Mifune,german,0.0680121744435231
1034034,Toshiro Mifune,978,0.05870015902822045
1054703,Toshiro Mifune,songs,0.052994599123254174
1052865,Toshiro Mifune,riva,0.05176315889734681
944002,Vivien Leigh,madhubala,0.9185172105501744
943009,Vivien Leigh,kumar,0.10789385745772419
945375,Vivien Leigh,mughal,0.09715085880819152
932390,Vivien Leigh,azam,0.09273491068054644
941696,Vivien Leigh,indian,0.09163642328496656
938974,Vivien Leigh,film,0.07725806782613676
942779,Vivien Leigh,khan,0.07581567566916864
936859,Vivien Leigh,dilip,0.07216423363760678
942875,Vivien Leigh,kishore,0.06815510954662861
941695,Vivien Leigh,india,0.06283640453826278
